FIPS,Geog_Level,State_name,County_name,Lat_State,Lon_State,LAND_AREA,Med_HHD_Inc_ACS_14_18($),Aggregate_HH_INC_ACS_14_18($),Tot_Pop_CEN_2010,Tot_Pop_ACS_14_18,Pop_65plus_ACS_14_18,NH_Blk_alone_ACS_14_18,Pov_Univ_ACS_14_18,Prs_Blw_Pov_Lev_ACS_14_18,One_Health_Ins_ACS_14_18,No_Health_Ins_ACS_14_18,pct_Pov_Univ_ACS_14_18,pct_Prs_Blw_Pov_Lev_ACS_14_18,pct_One_Health_Ins_ACS_14_18,pct_No_Health_Ins_ACS_14_18,pct_NoHealthIns_65P_ACS_14_18,pct_Pop_NoCompDevic_ACS_14_18,pct_Pop_w_BroadComp_ACS_14_18,pct_HHD_NoCompDevic_ACS_14_18,pct_HHD_No_Internet_ACS_14_18,pct_HHD_w_Broadband_ACS_14_18,State,County,Latitude,Longitude
1033,County,Alabama,Colbert County,,,592.618,47558.0,1304341700.0,54428.0,54495.0,10502.0,8561.0,53991.0,8785.0,38544.0,4353.0,99.08,16.27,70.73,7.99,0.07,12.95,73.79,18.6,25.88,46.64,AL,Colbert,34.703112,-87.8015
1035,County,Alabama,Conecuh County,,,850.1560000000001,33177.0,191070600.0,13228.0,12514.0,2707.0,5961.0,12381.0,2752.0,8198.0,1804.0,98.94,22.23,65.51,14.42,0.0,34.95,53.05,42.41,49.08,23.13,AL,Conecuh,31.428293,-86.992
1037,County,Alabama,Coosa County,,,650.9259999999999,38301.0,229504700.0,11539.0,10855.0,2368.0,3713.0,10452.0,1459.0,7023.0,812.0,96.29,13.96,64.7,7.48,1.25,17.29,68.9,24.81,32.1,37.34,AL,Coosa,32.931445000000004,-86.2435
1039,County,Alabama,Covington County,,,1030.455,40601.0,830163100.0,37765.0,37351.0,7650.0,4790.0,36586.0,6702.0,25482.0,4116.0,97.95,18.32,68.22,11.02,0.18,16.11,75.84,23.43,28.13,42.76,AL,Covington,31.243987,-86.4487
1041,County,Alabama,Crenshaw County,,,608.84,39812.0,294810400.0,13906.0,13865.0,2542.0,3147.0,13661.0,2148.0,9254.0,1360.0,98.53,15.72,66.74,9.81,0.08,20.92,67.19,29.11,35.9,40.62,AL,Crenshaw,31.732826,-86.3192
1043,County,Alabama,Cullman County,,,734.842,42558.0,1799660500.0,80406.0,82313.0,14803.0,954.0,81016.0,12831.0,56742.0,9631.0,98.42,15.84,68.93,11.7,0.0,13.2,75.61,18.69,25.37,46.29,AL,Cullman,34.131923,-86.8693
1045,County,Alabama,Dale County,,,561.148,45960.0,1104958900.0,50251.0,49255.0,7939.0,9611.0,47854.0,8798.0,29010.0,5274.0,97.16,18.39,58.9,10.71,0.23,11.84,75.82,15.61,21.14,53.66,AL,Dale,31.430653999999997,-85.6095
1047,County,Alabama,Dallas County,,,978.693,31602.0,752253200.0,43820.0,40029.0,6705.0,28119.0,39394.0,12247.0,27975.0,4765.0,98.41,31.09,69.89,11.9,0.96,22.02,68.55,28.24,32.99,41.73,AL,Dallas,32.33354,-87.1144
1049,County,Alabama,DeKalb County,,,777.0930000000001,39233.0,1415254400.0,71109.0,71200.0,11619.0,979.0,70215.0,15500.0,47458.0,10231.0,98.62,22.08,66.65,14.37,0.63,15.89,71.93,21.02,29.13,48.57,AL,DeKalb,34.460929,-85.804
1051,County,Alabama,Elmore County,,,618.485,59347.0,2174937700.0,79303.0,81212.0,11770.0,17148.0,76683.0,9462.0,54843.0,6227.0,94.42,12.34,67.53,7.67,0.0,8.88,84.1,13.36,17.17,65.61,AL,Elmore,32.597229,-86.1427
1053,County,Alabama,Escambia County,,,945.0830000000001,35000.0,637937300.0,38319.0,37328.0,6476.0,11912.0,34383.0,8268.0,24140.0,5341.0,92.11,24.05,64.67,14.31,0.13,26.36,63.57,34.63,40.14,24.32,AL,Escambia,31.121747999999997,-87.1684
1055,County,Alabama,Etowah County,,,534.987,44023.0,2286006500.0,104430.0,102939.0,18877.0,15816.0,101536.0,17524.0,69947.0,10662.0,98.64,17.26,67.95,10.36,0.04,11.38,78.13,16.64,21.76,56.79,AL,Etowah,34.047638,-86.0344
1057,County,Alabama,Fayette County,,,627.66,37458.0,361412100.0,17241.0,16585.0,3392.0,1858.0,16251.0,3258.0,11051.0,1446.0,97.99,20.05,66.63,8.72,0.0,15.67,75.79,22.15,28.86,44.54,AL,Fayette,33.732248999999996,-87.75200000000001
1059,County,Alabama,Franklin County,,,633.819,40459.0,586229900.0,31704.0,31542.0,5100.0,1338.0,31129.0,6299.0,22134.0,4005.0,98.69,20.24,70.17,12.7,0.0,20.96,67.18,28.4,35.65,32.9,AL,Franklin,34.441988,-87.8428
1061,County,Alabama,Geneva County,,,574.409,38142.0,521055600.0,26790.0,26491.0,5152.0,2468.0,26177.0,6282.0,17273.0,3586.0,98.81,24.0,65.2,13.54,0.18,13.9,72.72,20.2,27.61,42.1,AL,Geneva,31.090866,-85.8243
1063,County,Alabama,Greene County,,,647.11,21804.0,99403100.0,9045.0,8426.0,1716.0,6707.0,8344.0,3225.0,5676.0,956.0,99.03,38.65,67.36,11.35,0.0,29.08,56.86,44.81,52.66,33.57,AL,Greene,32.844497,-87.9642
1065,County,Alabama,Hale County,,,643.942,30571.0,279326600.0,15760.0,14887.0,2717.0,8743.0,14648.0,3809.0,10147.0,1284.0,98.39,26.0,68.16,8.62,0.0,24.57,60.95,34.38,40.81,36.0,AL,Hale,32.752796000000004,-87.6231
1067,County,Alabama,Henry County,,,561.75,48610.0,396644500.0,17302.0,17124.0,3696.0,4727.0,16770.0,2270.0,10881.0,1917.0,97.93,13.54,63.54,11.19,0.0,13.8,76.72,19.0,25.15,47.13,AL,Henry,31.516978,-85.24
1069,County,Alabama,Houston County,,,579.821,45496.0,2548549400.0,101547.0,104352.0,17615.0,27887.0,103287.0,18913.0,73608.0,10737.0,98.98,18.31,70.54,10.29,0.48,16.58,74.02,19.91,25.84,56.06,AL,Houston,31.158193,-85.2964
1071,County,Alabama,Jackson County,,,1077.865,39816.0,1077305900.0,53227.0,52094.0,9972.0,1799.0,51548.0,10418.0,35176.0,4974.0,98.95,20.21,67.52,9.55,0.43,14.56,74.44,21.7,28.27,54.74,AL,Jackson,34.763521999999995,-85.9774
1073,County,Alabama,Jefferson County,,,1111.279,51979.0,19642587900.0,658466.0,659892.0,99146.0,280748.0,645154.0,109707.0,478597.0,62164.0,97.77,17.0,72.53,9.42,0.4,9.42,80.45,13.82,19.17,64.21,AL,Jefferson,33.553444,-86.8965
1075,County,Alabama,Lamar County,,,604.8480000000001,36756.0,306583800.0,14564.0,13933.0,2938.0,1558.0,13747.0,2916.0,9913.0,1297.0,98.67,21.21,71.15,9.31,0.18,14.86,71.35,23.28,33.6,40.21,AL,Lamar,33.787085,-88.0874
1077,County,Alabama,Lauderdale County,,,667.694,46265.0,2469876700.0,92709.0,92585.0,17876.0,9183.0,90283.0,13703.0,64123.0,8328.0,97.51,15.18,69.26,8.99,0.38,13.56,73.93,19.24,25.41,48.31,AL,Lauderdale,34.904121999999994,-87.65100000000001
1079,County,Alabama,Lawrence County,,,690.678,44515.0,750643700.0,34339.0,33171.0,5787.0,3615.0,32879.0,5508.0,23830.0,2686.0,99.12,16.75,71.84,8.1,0.23,17.03,64.63,23.97,32.93,28.34,AL,Lawrence,34.529776,-87.3219
1081,County,Alabama,Lee County,,,607.538,48056.0,4100110000.0,140247.0,159287.0,17739.0,36389.0,153342.0,32815.0,118119.0,12516.0,96.27,21.4,74.15,7.86,0.14,6.44,83.96,9.67,14.7,68.45,AL,Lee,32.604064,-85.353
1083,County,Alabama,Limestone County,,,559.935,56460.0,2386813100.0,82782.0,93052.0,13723.0,12405.0,90098.0,12384.0,64556.0,8634.0,96.83,13.75,69.38,9.28,0.62,9.1,80.49,14.23,18.06,62.37,AL,Limestone,34.810239,-86.9814
1085,County,Alabama,Lowndes County,,,715.9110000000001,30833.0,197989100.0,11299.0,10236.0,1828.0,7586.0,10099.0,2820.0,6858.0,937.0,98.66,27.92,67.0,9.15,0.34,26.34,55.24,33.76,46.36,27.54,AL,Lowndes,32.147888,-86.6506
1087,County,Alabama,Macon County,,,608.885,32074.0,371933400.0,21452.0,19054.0,3542.0,15583.0,16688.0,4302.0,11393.0,1523.0,87.58,25.78,59.79,7.99,0.55,20.67,59.11,26.48,35.09,34.23,AL,Macon,32.387027,-85.6929
1089,County,Alabama,Madison County,,,801.5880000000001,63417.0,12484973400.0,334811.0,357560.0,51308.0,85293.0,348232.0,45960.0,254527.0,31451.0,97.39,13.2,71.18,8.8,0.46,6.21,86.99,9.13,12.98,73.11,AL,Madison,34.764238,-86.5511
1091,County,Alabama,Marengo County,,,976.88,32809.0,395744700.0,21027.0,19538.0,3690.0,10518.0,19249.0,4201.0,13262.0,1847.0,98.52,21.82,67.88,9.45,0.88,24.09,59.22,32.56,39.38,32.45,AL,Marengo,32.247591,-87.7911
1093,County,Alabama,Marion County,,,742.289,35392.0,614715900.0,30776.0,29965.0,6219.0,1047.0,29463.0,5144.0,19468.0,3101.0,98.32,17.46,64.97,10.35,0.0,13.96,72.5,22.44,30.58,42.28,AL,Marion,34.138219,-87.8816
1095,County,Alabama,Marshall County,,,565.847,42490.0,2149577000.0,93019.0,95145.0,15941.0,2456.0,93847.0,20354.0,64559.0,12367.0,98.64,21.69,67.85,13.0,0.88,12.46,79.32,17.47,22.55,58.06,AL,Marshall,34.309564,-86.3217
1097,County,Alabama,Mobile County,,,1229.4389999999999,46166.0,9937016600.0,412992.0,414659.0,63650.0,146600.0,405635.0,78208.0,293379.0,47466.0,97.82,19.28,70.75,11.45,0.82,12.98,76.34,17.47,24.0,55.25,AL,Mobile,30.684572999999997,-88.1966
1099,County,Alabama,Monroe County,,,1025.6760000000002,30141.0,373737000.0,23068.0,21512.0,4060.0,8774.0,21226.0,6561.0,14604.0,2843.0,98.67,30.91,67.89,13.22,0.89,39.71,45.33,49.6,52.9,30.34,AL,Monroe,31.580332000000002,-87.3833
1101,County,Alabama,Montgomery County,,,784.245,47990.0,6136308900.0,229363.0,226941.0,32183.0,130513.0,219767.0,45479.0,155453.0,23413.0,96.84,20.69,68.5,10.32,0.42,10.38,80.41,14.06,19.02,64.96,AL,Montgomery,32.203651,-86.2038
1103,County,Alabama,Morgan County,,,579.3380000000001,49751.0,2970107100.0,119490.0,119122.0,19865.0,15141.0,117109.0,17920.0,81797.0,11937.0,98.31,15.3,68.67,10.02,0.18,10.77,77.31,16.06,22.49,59.29,AL,Morgan,34.454484,-86.8464
1105,County,Alabama,Perry County,,,719.665,23561.0,103702000.0,10591.0,9486.0,1764.0,6569.0,8661.0,3616.0,6477.0,1186.0,91.3,41.75,68.28,12.5,0.0,25.45,56.42,44.07,50.6,25.5,AL,Perry,32.639005,-87.2938
1107,County,Alabama,Pickens County,,,881.408,37458.0,411161200.0,19746.0,20298.0,3729.0,8148.0,18862.0,4430.0,12982.0,1604.0,92.93,23.49,63.96,7.9,0.11,17.07,70.89,27.13,33.85,32.1,AL,Pickens,33.296809,-88.0969
1109,County,Alabama,Pike County,,,672.0930000000001,34678.0,625764100.0,32899.0,33403.0,4886.0,12661.0,31488.0,8374.0,24365.0,3180.0,94.27,26.59,72.94,9.52,0.23,23.45,65.74,30.67,36.16,44.26,AL,Pike,31.798726000000002,-85.94200000000001
1111,County,Alabama,Randolph County,,,580.549,41449.0,485193600.0,22913.0,22574.0,4512.0,4413.0,22073.0,3912.0,15740.0,2345.0,97.78,17.72,69.73,10.39,0.0,13.97,75.23,20.42,27.56,40.75,AL,Randolph,33.296475,-85.4641
1113,County,Alabama,Russell County,,,641.139,40978.0,1222201300.0,52947.0,58213.0,7776.0,24787.0,57108.0,11491.0,36952.0,7590.0,98.1,20.12,63.48,13.04,0.22,11.98,72.41,17.52,26.85,43.19,AL,Russell,32.289811,-85.18700000000001
1115,County,Alabama,St. Clair County,,,631.9,54887.0,2115498000.0,83593.0,87306.0,13891.0,8212.0,85339.0,11268.0,63615.0,7553.0,97.75,13.2,72.86,8.65,0.23,9.43,79.94,14.58,19.84,60.1,AL,St. Clair,33.712963,-86.3157
1117,County,Alabama,Shelby County,,,784.93,75761.0,7506582400.0,195085.0,211261.0,30125.0,25166.0,207934.0,17557.0,163798.0,14284.0,98.43,8.44,77.53,6.76,0.36,3.98,89.34,6.71,10.66,75.42,AL,Shelby,33.262937,-86.6781
1119,County,Alabama,Sumter County,,,903.8889999999999,23132.0,192419800.0,13763.0,12985.0,2198.0,9345.0,12102.0,3792.0,8044.0,1990.0,93.2,31.33,61.95,15.33,0.86,19.93,64.07,29.25,39.67,37.09,AL,Sumter,32.597481,-88.2001
1121,County,Alabama,Talladega County,,,736.7769999999999,41012.0,1724193100.0,82291.0,80565.0,13757.0,25992.0,77204.0,15401.0,52688.0,7202.0,95.83,19.95,65.4,8.94,0.24,13.05,74.89,19.02,26.39,49.04,AL,Talladega,33.369277000000004,-86.1758
1123,County,Alabama,Tallapoosa County,,,716.523,43361.0,935457700.0,41616.0,40636.0,8274.0,11012.0,40078.0,8131.0,28207.0,3230.0,98.63,20.29,69.41,7.95,0.0,15.04,75.85,20.17,26.98,49.48,AL,Tallapoosa,32.863369,-85.7996
1125,County,Alabama,Tuscaloosa County,,,1321.761,52221.0,5028724600.0,194656.0,206213.0,25685.0,65058.0,195629.0,34058.0,156929.0,15417.0,94.87,17.41,76.1,7.48,1.33,9.83,81.21,13.51,17.97,55.65,AL,Tuscaloosa,33.290202,-87.5229
1127,County,Alabama,Walker County,,,791.192,41748.0,1426074300.0,67023.0,64493.0,12024.0,3954.0,63468.0,12525.0,42597.0,6987.0,98.41,19.73,66.05,10.83,0.09,13.28,73.87,20.03,28.06,41.54,AL,Walker,33.791571000000005,-87.3011
1129,County,Alabama,Washington County,,,1080.208,40794.0,327231700.0,17581.0,16643.0,3038.0,4086.0,16382.0,3446.0,10743.0,1578.0,98.43,21.04,64.55,9.48,0.0,15.96,63.12,23.99,32.75,30.53,AL,Washington,31.406973999999998,-88.2021
1131,County,Alabama,Wilcox County,,,888.4989999999999,27237.0,159796200.0,11670.0,10809.0,1985.0,7511.0,10476.0,3254.0,7173.0,1223.0,96.92,31.06,66.36,11.31,0.73,23.72,58.94,37.62,44.3,28.71,AL,Wilcox,31.99033,-87.3022
1133,County,Alabama,Winston County,,,612.979,38504.0,485476000.0,24484.0,23875.0,5027.0,90.0,23509.0,3817.0,15220.0,2901.0,98.47,16.24,63.75,12.15,0.19,17.71,68.03,24.28,31.94,34.91,AL,Winston,34.155888,-87.3641
2000,State,Alaska,All counties,64.0685,-152.2782,570640.952,76715.0,24458834600.0,710231.0,738516.0,78428.0,22817.0,720674.0,77865.0,490355.0,102956.0,97.58,10.8,66.4,13.94,1.24,4.16,87.52,6.65,12.24,68.43,,,,
2013,County,Alaska,Aleutians East Borough,,,6981.943,69706.0,70150600.0,3141.0,3425.0,302.0,117.0,3415.0,525.0,1664.0,1559.0,99.71,15.37,48.58,45.52,5.63,10.91,70.04,13.49,28.37,49.53,AK,Aleutians East,55.243722,-161.9507
2016,County,Alaska,Aleutians West Census Area,,,4390.276,85517.0,119293000.0,5561.0,5750.0,334.0,246.0,5522.0,472.0,3977.0,1045.0,96.03,8.55,69.17,18.17,11.38,4.25,78.42,7.31,19.64,53.15,AK,Aleutians West,51.959447,178.3388
2020,County,Alaska,Anchorage Municipality,,,1704.6879999999999,83280.0,11381028400.0,291826.0,296112.0,29492.0,15671.0,288946.0,26498.0,200415.0,34790.0,97.58,9.17,67.68,11.75,1.03,2.69,91.41,4.55,8.28,76.33,AK,Anchorage,61.177549,-149.2744
2050,County,Alaska,Bethel Census Area,,,40570.003,54212.0,320582800.0,17013.0,18040.0,1284.0,119.0,17542.0,4871.0,12195.0,3672.0,97.24,27.77,67.6,20.35,1.48,9.52,75.7,14.13,24.64,37.36,AK,Bethel,60.928916,-160.1534
2060,County,Alaska,Bristol Bay Borough,,,503.843,84688.0,33141900.0,997.0,890.0,85.0,4.0,863.0,50.0,593.0,173.0,96.97,5.79,66.63,19.44,4.71,5.15,81.86,7.51,13.51,62.16,AK,Bristol Bay,58.731373,-156.9866
2068,County,Alaska,Denali Borough,,,12751.41,84196.0,58163300.0,1826.0,2232.0,162.0,18.0,2177.0,369.0,1523.0,421.0,97.54,16.95,68.23,18.86,0.0,3.69,91.26,5.16,7.98,76.37,AK,Denali,63.682731999999994,-150.0267
2070,County,Alaska,Dillingham Census Area,,,18568.778000000002,58750.0,103479300.0,4847.0,4975.0,430.0,67.0,4923.0,849.0,3257.0,1112.0,98.95,17.25,65.47,22.35,3.34,8.98,81.3,13.31,21.41,39.08,AK,Dillingham,59.824816000000006,-158.6022
2090,County,Alaska,Fairbanks North Star Borough,,,7338.209,77095.0,3462924700.0,97581.0,99653.0,9124.0,4250.0,95430.0,7749.0,65676.0,9274.0,95.76,8.12,65.9,9.31,0.11,2.88,87.53,5.0,11.55,67.73,AK,Fairbanks North Star,64.690832,-146.5999
2100,County,Alaska,Haines Borough,,,2318.6,64342.0,78554700.0,2508.0,2518.0,614.0,1.0,2479.0,224.0,1656.0,390.0,98.45,9.04,65.77,15.49,6.04,3.24,89.22,4.19,9.45,75.73,AK,Haines,59.09990500000001,-135.5781
2105,County,Alaska,Hoonah-Angoon Census Area,,,7524.914000000001,,,2150.0,,,,,,,,,,,,,,,,,,AK,Hoonah-Angoon,58.076434,-135.1851
2110,County,Alaska,Juneau City and Borough,,,2701.9309999999996,88213.0,1346796300.0,31275.0,32330.0,3877.0,321.0,31799.0,2514.0,22000.0,3505.0,98.36,7.91,68.05,10.84,2.43,2.96,91.35,4.99,7.78,77.48,AK,Juneau,58.3727,-134.1788
2122,County,Alaska,Kenai Peninsula Borough,,,16075.333999999999,66684.0,1838177100.0,55400.0,58220.0,9092.0,317.0,56934.0,6827.0,37334.0,9833.0,97.79,11.99,64.13,16.89,0.64,6.16,81.99,9.93,17.68,50.95,AK,Kenai Peninsula,60.366372999999996,-152.322
2130,County,Alaska,Ketchikan Gateway Borough,,,4858.415,70356.0,458892600.0,13477.0,13804.0,1950.0,103.0,13585.0,1433.0,9316.0,1777.0,98.41,10.55,67.49,12.87,0.62,5.29,87.44,8.32,11.88,74.08,AK,Ketchikan Gateway,55.449938,-131.1067
2150,County,Alaska,Kodiak Island Borough,,,6549.579000000001,78281.0,394116800.0,13592.0,13649.0,1248.0,27.0,13373.0,1243.0,8110.0,2643.0,97.98,9.29,59.42,19.36,5.05,5.82,87.83,10.72,14.8,68.72,AK,Kodiak Island,57.553611,-153.6309
2158,County,Alaska,Kusilvak Census Area,,,17081.433,35539.0,79070200.0,7459.0,8198.0,456.0,23.0,8148.0,3296.0,5758.0,1726.0,99.39,40.45,70.24,21.05,3.07,15.21,67.27,20.04,36.29,20.92,,,,
2164,County,Alaska,Lake and Peninsula Borough,,,23652.009,46406.0,25855900.0,1631.0,1375.0,109.0,9.0,1366.0,217.0,830.0,435.0,99.35,15.89,60.36,31.64,1.83,12.13,70.0,17.18,36.24,22.82,AK,Lake and Peninsula,58.205065000000005,-156.7052
2170,County,Alaska,Matanuska-Susitna Borough,,,24607.894,75905.0,2805735400.0,88995.0,103464.0,11030.0,1022.0,101349.0,10476.0,68827.0,15436.0,97.96,10.34,66.52,14.92,1.79,3.06,90.42,5.77,10.72,74.11,AK,Matanuska-Susitna,62.182173999999996,-149.408
2180,County,Alaska,Nome Census Area,,,22961.762000000002,58987.0,211569200.0,9492.0,9925.0,742.0,83.0,9599.0,2221.0,6551.0,2183.0,96.72,23.14,66.01,21.99,1.09,7.48,75.16,11.3,24.59,41.39,AK,Nome,64.783686,-164.1889
2185,County,Alaska,North Slope Borough,,,88695.413,75431.0,184065400.0,9430.0,9797.0,627.0,75.0,9682.0,904.0,6726.0,2029.0,98.83,9.34,68.65,20.71,0.32,9.84,76.37,15.51,27.37,53.0,AK,North Slope,69.449343,-153.4728
2188,County,Alaska,Northwest Arctic Borough,,,35572.584,62949.0,149264900.0,7523.0,7734.0,596.0,77.0,7656.0,1921.0,4742.0,2124.0,98.99,25.09,61.31,27.46,1.17,12.5,75.05,17.8,27.47,47.9,AK,Northwest Arctic,67.005066,-160.0211
2195,County,Alaska,Petersburg Census Area,,,3281.982,,,3815.0,,,,,,,,,,,,,,,,,,AK,Petersburg,56.639612,-133.528
2198,County,Alaska,Prince of Wales-Hyder Census Area,,,3922.873,54191.0,157450500.0,5559.0,6474.0,960.0,24.0,6415.0,972.0,3948.0,1674.0,99.09,15.15,60.98,25.86,1.25,9.72,71.57,14.47,28.78,33.66,AK,Prince of Wales-Hyder,55.415682999999994,-132.8757
2220,County,Alaska,Sitka City and Borough,,,2870.3379999999997,71534.0,320277700.0,8881.0,8738.0,1268.0,88.0,8554.0,639.0,5708.0,1568.0,97.89,7.47,65.32,17.94,0.49,3.81,87.8,7.53,13.06,68.35,AK,Sitka,57.142509,-135.3326
2230,County,Alaska,Skagway Municipality,,,452.325,72237.0,33552200.0,968.0,1061.0,120.0,7.0,1054.0,56.0,728.0,200.0,99.34,5.31,68.61,18.85,0.0,1.97,88.72,3.75,9.25,63.75,AK,Skagway,59.575097,-135.3354
2240,County,Alaska,Southeast Fairbanks Census Area,,,24768.807,71541.0,173631900.0,7029.0,6876.0,886.0,24.0,6789.0,730.0,4345.0,1056.0,98.73,10.75,63.19,15.36,0.56,7.65,74.53,10.4,23.07,37.03,AK,Southeast Fairbanks,63.864996999999995,-143.2186
2261,County,Alaska,Valdez-Cordova Census Area,,,34239.879,82306.0,294235000.0,9636.0,9301.0,1152.0,25.0,9181.0,747.0,5834.0,1421.0,98.71,8.14,62.72,15.28,1.07,4.82,85.75,8.7,17.33,66.05,AK,Valdez-Cordova,61.34984,-145.0231
2275,County,Alaska,Wrangell City and Borough,,,2541.4829999999997,57583.0,75207100.0,2369.0,2484.0,548.0,2.0,2463.0,192.0,1555.0,370.0,99.15,7.8,62.6,14.9,0.0,11.52,79.51,17.32,22.72,60.34,AK,Wrangell,56.279120999999996,-132.0403
2282,County,Alaska,Yakutat City and Borough,,,7649.456999999999,65833.0,16956300.0,662.0,689.0,85.0,2.0,689.0,46.0,443.0,141.0,100.0,6.68,64.3,20.46,1.18,4.01,75.76,9.48,28.45,7.33,AK,Yakutat,59.999083,-140.2396
